id,wav_list,path,is_cough
N1BOVJHXCIbDhc1NcT30P7BkmDA2,sewanee_sounds/sample-1619106222674.wav,sewanee_data/sample-1619106222674.wav,1.0
N1BOVJHXCIbDhc1NcT30P7BkmDA2,sewanee_sounds/sample-1615395912790.wav,sewanee_data/sample-1615395912790.wav,1.0
N1BOVJHXCIbDhc1NcT30P7BkmDA2,sewanee_sounds/sample-1617809989765.wav,sewanee_data/sample-1617809989765.wav,1.0
N1BOVJHXCIbDhc1NcT30P7BkmDA2,sewanee_sounds/sample-1616602776207.wav,sewanee_data/sample-1616602776207.wav,1.0
N1BOVJHXCIbDhc1NcT30P7BkmDA2,sewanee_sounds/sample-1620067158936.wav,sewanee_data/sample-1620067158936.wav,1.0
N1BOVJHXCIbDhc1NcT30P7BkmDA2,sewanee_sounds/sample-1614193357810.wav,sewanee_data/sample-1614193357810.wav,1.0
N1BOVJHXCIbDhc1NcT30P7BkmDA2,sewanee_sounds/sample-1618501961884.wav,sewanee_data/sample-1618501961884.wav,1.0
N1BOVJHXCIbDhc1NcT30P7BkmDA2,sewanee_sounds/sample-1617297786574.wav,sewanee_data/sample-1617297786574.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1618330168577.wav,sewanee_data/sample-1618330168577.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1616518287197.wav,sewanee_data/sample-1616518287197.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1617647272477.wav,sewanee_data/sample-1617647272477.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1614707310844.wav,sewanee_data/sample-1614707310844segment1.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1614707310844.wav,sewanee_data/sample-1614707310844segment2.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1619540301877.wav,sewanee_data/sample-1619540301877.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1618936039507.wav,sewanee_data/sample-1618936039507.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1615910753767.wav,sewanee_data/sample-1615910753767.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1614102038509.wav,sewanee_data/sample-1614102038509.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1615395778061.wav,sewanee_data/sample-1615395778061segment1.wav,1.0
y8yfWIyuRbTrot41G3Dlo3vtKtj1,sewanee_sounds/sample-1615395778061.wav,sewanee_data/sample-1615395778061segment2.wav,1.0
fiq3mMKciOdFwVV2OpCWQ3ta0pB3,sewanee_sounds/sample-1619456547075.wav,sewanee_data/sample-1619456547075.wav,1.0
fiq3mMKciOdFwVV2OpCWQ3ta0pB3,sewanee_sounds/sample-1618246930278.wav,sewanee_data/sample-1618246930278.wav,1.0
fiq3mMKciOdFwVV2OpCWQ3ta0pB3,sewanee_sounds/sample-1615226249314.wav,sewanee_data/sample-1615226249314.wav,1.0
fiq3mMKciOdFwVV2OpCWQ3ta0pB3,sewanee_sounds/sample-1614621562090.wav,sewanee_data/sample-1614621562090.wav,1.0
fiq3mMKciOdFwVV2OpCWQ3ta0pB3,sewanee_sounds/sample-1614018395278.wav,sewanee_data/sample-1614018395278segment1.wav,1.0
