id,wav_list,path,is_cough
964ab4cc-f5fe-4e60-a66a-39250617d8dd,coughvid_data/964ab4cc-f5fe-4e60-a66a-39250617d8dd.wav,coughvid_data/964ab4cc-f5fe-4e60-a66a-39250617d8dd.wav,1.0
2e337e32-fa03-4eee-828d-6278612b7f51,coughvid_data/2e337e32-fa03-4eee-828d-6278612b7f51.wav,coughvid_data/2e337e32-fa03-4eee-828d-6278612b7f51.wav,1.0
0b43fe9d-c9d6-4d0d-abf9-52f6b3712325,coughvid_data/0b43fe9d-c9d6-4d0d-abf9-52f6b3712325.wav,coughvid_data/0b43fe9d-c9d6-4d0d-abf9-52f6b3712325.wav,1.0
c73619c3-d999-4871-8e57-513ace8b457d,coughvid_data/c73619c3-d999-4871-8e57-513ace8b457d.wav,coughvid_data/c73619c3-d999-4871-8e57-513ace8b457d.wav,1.0
151e6f39-4c5a-49dd-bc2c-4864239906c7,coughvid_data/151e6f39-4c5a-49dd-bc2c-4864239906c7.wav,coughvid_data/151e6f39-4c5a-49dd-bc2c-4864239906c7.wav,0.0
47dcd9b1-b610-410a-971d-fe8a457e1489,coughvid_data/47dcd9b1-b610-410a-971d-fe8a457e1489.wav,coughvid_data/47dcd9b1-b610-410a-971d-fe8a457e1489.wav,0.0
ebfe0ea7-dceb-4608-bb53-2cdf46dcf481,coughvid_data/ebfe0ea7-dceb-4608-bb53-2cdf46dcf481.wav,coughvid_data/ebfe0ea7-dceb-4608-bb53-2cdf46dcf481.wav,1.0
2cac9fb1-9af6-47f6-8771-1b471f918053,coughvid_data/2cac9fb1-9af6-47f6-8771-1b471f918053.wav,coughvid_data/2cac9fb1-9af6-47f6-8771-1b471f918053.wav,0.0
4a0c2d8a-a279-4f87-b1f0-75139ef8f03a,coughvid_data/4a0c2d8a-a279-4f87-b1f0-75139ef8f03a.wav,coughvid_data/4a0c2d8a-a279-4f87-b1f0-75139ef8f03a.wav,0.0
2cea1e3b-74f4-430b-b722-75e489217c22,coughvid_data/2cea1e3b-74f4-430b-b722-75e489217c22.wav,coughvid_data/2cea1e3b-74f4-430b-b722-75e489217c22.wav,0.0
74797c09-59db-41b1-9efc-cc0788c4eb63,coughvid_data/74797c09-59db-41b1-9efc-cc0788c4eb63.wav,coughvid_data/74797c09-59db-41b1-9efc-cc0788c4eb63.wav,1.0
39208e7a-a568-4a43-8ece-879e3bf9360a,coughvid_data/39208e7a-a568-4a43-8ece-879e3bf9360a.wav,coughvid_data/39208e7a-a568-4a43-8ece-879e3bf9360a.wav,1.0
cdcb3e0b-666a-4f33-b653-fc0f96191e74,coughvid_data/cdcb3e0b-666a-4f33-b653-fc0f96191e74.wav,coughvid_data/cdcb3e0b-666a-4f33-b653-fc0f96191e74.wav,0.0
6cafc29d-3840-4b87-abf7-46b1f9238464,coughvid_data/6cafc29d-3840-4b87-abf7-46b1f9238464.wav,coughvid_data/6cafc29d-3840-4b87-abf7-46b1f9238464.wav,1.0
f60fea58-109b-4926-85f6-04e866e6dda0,coughvid_data/f60fea58-109b-4926-85f6-04e866e6dda0.wav,coughvid_data/f60fea58-109b-4926-85f6-04e866e6dda0.wav,1.0
d04bbb36-f590-4f34-9640-1d89c640d800,coughvid_data/d04bbb36-f590-4f34-9640-1d89c640d800.wav,coughvid_data/d04bbb36-f590-4f34-9640-1d89c640d800.wav,1.0
0382e9af-26ed-4482-b570-37b8d2a7d76b,coughvid_data/0382e9af-26ed-4482-b570-37b8d2a7d76b.wav,coughvid_data/0382e9af-26ed-4482-b570-37b8d2a7d76b.wav,1.0
c5b22985-e51f-4491-973d-dfcfbe818dc0,coughvid_data/c5b22985-e51f-4491-973d-dfcfbe818dc0.wav,coughvid_data/c5b22985-e51f-4491-973d-dfcfbe818dc0.wav,0.0
d13e6431-ae4d-4665-9c37-f0c3991e4a19,coughvid_data/d13e6431-ae4d-4665-9c37-f0c3991e4a19.wav,coughvid_data/d13e6431-ae4d-4665-9c37-f0c3991e4a19.wav,0.0
9e20deb5-2d43-4ca3-a210-12102c10a9b1,coughvid_data/9e20deb5-2d43-4ca3-a210-12102c10a9b1.wav,coughvid_data/9e20deb5-2d43-4ca3-a210-12102c10a9b1.wav,0.0
a1c75dab-44b4-4916-82e2-d014cc9da509,coughvid_data/a1c75dab-44b4-4916-82e2-d014cc9da509.wav,coughvid_data/a1c75dab-44b4-4916-82e2-d014cc9da509.wav,0.0
a8a96111-6b59-4ff8-a276-a40d813c8bf9,coughvid_data/a8a96111-6b59-4ff8-a276-a40d813c8bf9.wav,coughvid_data/a8a96111-6b59-4ff8-a276-a40d813c8bf9.wav,0.0
b010b30d-592d-4413-abb6-1256bda550c0,coughvid_data/b010b30d-592d-4413-abb6-1256bda550c0.wav,coughvid_data/b010b30d-592d-4413-abb6-1256bda550c0.wav,1.0
c5260e7e-c927-464a-8946-bf1559afa0cf,coughvid_data/c5260e7e-c927-464a-8946-bf1559afa0cf.wav,coughvid_data/c5260e7e-c927-464a-8946-bf1559afa0cf.wav,1.0
459b4e4f-b3c2-4cbf-8298-403cf79058ae,coughvid_data/459b4e4f-b3c2-4cbf-8298-403cf79058ae.wav,coughvid_data/459b4e4f-b3c2-4cbf-8298-403cf79058ae.wav,1.0
d399c5d8-0e71-48aa-86f7-8bf09224e39a,coughvid_data/d399c5d8-0e71-48aa-86f7-8bf09224e39a.wav,coughvid_data/d399c5d8-0e71-48aa-86f7-8bf09224e39a.wav,0.0
4c559012-1de3-452b-b981-660cfc030961,coughvid_data/4c559012-1de3-452b-b981-660cfc030961.wav,coughvid_data/4c559012-1de3-452b-b981-660cfc030961.wav,0.0
17c71a33-db88-415b-b207-d04a13280af6,coughvid_data/17c71a33-db88-415b-b207-d04a13280af6.wav,coughvid_data/17c71a33-db88-415b-b207-d04a13280af6.wav,1.0
c041b205-5416-43ec-8dc7-bb95043a8d3f,coughvid_data/c041b205-5416-43ec-8dc7-bb95043a8d3f.wav,coughvid_data/c041b205-5416-43ec-8dc7-bb95043a8d3f.wav,1.0
ea995292-d890-4043-9465-cd4b1bacca1c,coughvid_data/ea995292-d890-4043-9465-cd4b1bacca1c.wav,coughvid_data/ea995292-d890-4043-9465-cd4b1bacca1c.wav,1.0
63bb84d4-8e9a-4fd0-aee3-aae28fe2374f,coughvid_data/63bb84d4-8e9a-4fd0-aee3-aae28fe2374f.wav,coughvid_data/63bb84d4-8e9a-4fd0-aee3-aae28fe2374f.wav,0.0
6c43b8b5-9d4a-4619-ae6e-22489c203dfc,coughvid_data/6c43b8b5-9d4a-4619-ae6e-22489c203dfc.wav,coughvid_data/6c43b8b5-9d4a-4619-ae6e-22489c203dfc.wav,1.0
df12c05a-7413-42e2-95fe-b95edb2a4591,coughvid_data/df12c05a-7413-42e2-95fe-b95edb2a4591.wav,coughvid_data/df12c05a-7413-42e2-95fe-b95edb2a4591.wav,1.0
269d6b06-a328-4a18-95d3-b917d65d5cac,coughvid_data/269d6b06-a328-4a18-95d3-b917d65d5cac.wav,coughvid_data/269d6b06-a328-4a18-95d3-b917d65d5cac.wav,1.0
4d772bbd-4834-41a9-98fc-30950242e10e,coughvid_data/4d772bbd-4834-41a9-98fc-30950242e10e.wav,coughvid_data/4d772bbd-4834-41a9-98fc-30950242e10e.wav,1.0
6c076190-d355-49cb-a87e-88a4c0766853,coughvid_data/6c076190-d355-49cb-a87e-88a4c0766853.wav,coughvid_data/6c076190-d355-49cb-a87e-88a4c0766853.wav,0.0
89bb3a0e-6fc5-4e14-b131-62662cb8b1f0,coughvid_data/89bb3a0e-6fc5-4e14-b131-62662cb8b1f0.wav,coughvid_data/89bb3a0e-6fc5-4e14-b131-62662cb8b1f0.wav,1.0
edd5defa-cf28-414c-9b07-7905e0b07977,coughvid_data/edd5defa-cf28-414c-9b07-7905e0b07977.wav,coughvid_data/edd5defa-cf28-414c-9b07-7905e0b07977.wav,1.0
5fe3dd62-4c46-486a-b298-756df35f8965,coughvid_data/5fe3dd62-4c46-486a-b298-756df35f8965.wav,coughvid_data/5fe3dd62-4c46-486a-b298-756df35f8965.wav,1.0
4cc9ddc4-eade-4452-a585-08a1b66676bc,coughvid_data/4cc9ddc4-eade-4452-a585-08a1b66676bc.wav,coughvid_data/4cc9ddc4-eade-4452-a585-08a1b66676bc.wav,0.0
81bfd435-ee8d-4aef-8702-38c25b7cf4d8,coughvid_data/81bfd435-ee8d-4aef-8702-38c25b7cf4d8.wav,coughvid_data/81bfd435-ee8d-4aef-8702-38c25b7cf4d8.wav,0.0
ca86d8f8-8614-4d7d-800c-ca67726459dd,coughvid_data/ca86d8f8-8614-4d7d-800c-ca67726459dd.wav,coughvid_data/ca86d8f8-8614-4d7d-800c-ca67726459dd.wav,0.0
940615f4-7257-42e6-8d97-41df4bb26fc7,coughvid_data/940615f4-7257-42e6-8d97-41df4bb26fc7.wav,coughvid_data/940615f4-7257-42e6-8d97-41df4bb26fc7.wav,1.0
ec4e17a6-68c8-4d8b-a75c-8fbfce351913,coughvid_data/ec4e17a6-68c8-4d8b-a75c-8fbfce351913.wav,coughvid_data/ec4e17a6-68c8-4d8b-a75c-8fbfce351913.wav,0.0
210fa82f-7040-4f4f-a6e1-c344a5cbe51f,coughvid_data/210fa82f-7040-4f4f-a6e1-c344a5cbe51f.wav,coughvid_data/210fa82f-7040-4f4f-a6e1-c344a5cbe51f.wav,0.0
7c96b372-ec2f-4179-9aad-80acf01e8dde,coughvid_data/7c96b372-ec2f-4179-9aad-80acf01e8dde.wav,coughvid_data/7c96b372-ec2f-4179-9aad-80acf01e8dde.wav,1.0
cb60f30d-8180-4858-be96-d70271fc39d3,coughvid_data/cb60f30d-8180-4858-be96-d70271fc39d3.wav,coughvid_data/cb60f30d-8180-4858-be96-d70271fc39d3.wav,0.0
d514af97-323a-4874-944c-4ba11d8eaea5,coughvid_data/d514af97-323a-4874-944c-4ba11d8eaea5.wav,coughvid_data/d514af97-323a-4874-944c-4ba11d8eaea5.wav,1.0
e43729ff-9cec-4fb7-afc2-1981973262c0,coughvid_data/e43729ff-9cec-4fb7-afc2-1981973262c0.wav,coughvid_data/e43729ff-9cec-4fb7-afc2-1981973262c0.wav,1.0
