path,is_cough
flusense_data/--U7joUcTCo.wav,1
flusense_data/-5dCv5_nvU8.wav,1
flusense_data/-5dCv5_nvU8.wav,1
flusense_data/-5dCv5_nvU8.wav,1
flusense_data/-5dCv5_nvU8.wav,1
flusense_data/-5dCv5_nvU8.wav,1
flusense_data/-5dCv5_nvU8.wav,1
flusense_data/-5dCv5_nvU8.wav,1
flusense_data/-jLQkyDhIxw_10_000-20_000.wav,1
flusense_data/-jLQkyDhIxw_10_000-20_000.wav,1
flusense_data/-Mdd8ysxJ5c_10_000-20_000.wav,1
flusense_data/-o2vmOibWF4_310_000-320_000.wav,1
flusense_data/-o2vmOibWF4_310_000-320_000.wav,1
flusense_data/-OanE09iAA4_0_000-10_000.wav,1
flusense_data/-szeMToBrRE_60_000-70_000.wav,1
flusense_data/-TbcaCBA0pI_50_000-60_000.wav,1
flusense_data/-THYRau6Prs_220_000-230_000.wav,1
flusense_data/-VbTE2bPuyw_210_000-220_000.wav,1
flusense_data/-vu4jJkffMw_80_000-90_000.wav,1
flusense_data/-yJtuj9EuMg_190_000-200_000.wav,1
flusense_data/-yJtuj9EuMg_190_000-200_000.wav,1
flusense_data/-zeXIY8V1-E_30_000-40_000.wav,1
flusense_data/05YBpmCnoOQ.wav,1
flusense_data/05YBpmCnoOQ.wav,1
flusense_data/05YBpmCnoOQ.wav,1
flusense_data/05YBpmCnoOQ.wav,1
flusense_data/05YBpmCnoOQ.wav,1
flusense_data/0AWF9zOT8YY.wav,1
flusense_data/0AWF9zOT8YY.wav,1
flusense_data/0AWF9zOT8YY.wav,1
flusense_data/0AWF9zOT8YY.wav,1
flusense_data/0AWF9zOT8YY.wav,1
flusense_data/0AWF9zOT8YY.wav,1
flusense_data/0AWF9zOT8YY.wav,1
flusense_data/0Dh4NhF27jc.wav,1
flusense_data/0Dh4NhF27jc.wav,1
flusense_data/0Dh4NhF27jc.wav,1
flusense_data/0Dh4NhF27jc.wav,1
flusense_data/0Dh4NhF27jc.wav,1
flusense_data/0EaxcUhZWe8.wav,1
flusense_data/0iiwZ2_9Vi8.wav,1
flusense_data/0iiwZ2_9Vi8.wav,1
flusense_data/0iiwZ2_9Vi8.wav,1
