path,is_cough
sewanee_sounds/sample-1613938953338.wav,True
sewanee_sounds/sample-1613939840884.wav,True
sewanee_sounds/sample-1613940161529.wav,True
sewanee_sounds/sample-1613941590134.wav,True
sewanee_sounds/sample-1613942064257.wav,True
sewanee_sounds/sample-1613942221966.wav,True
sewanee_sounds/sample-1613942450353.wav,True
sewanee_sounds/sample-1613942662703.wav,True
sewanee_sounds/sample-1613942810647.wav,True
sewanee_sounds/sample-1614006925279.wav,True
sewanee_sounds/sample-1614007168123.wav,True
sewanee_sounds/sample-1614007196957.wav,True
sewanee_sounds/sample-1614007229699.wav,True
sewanee_sounds/sample-1614007258561.wav,True
sewanee_sounds/sample-1614007644823.wav,True
sewanee_sounds/sample-1614007850080.wav,True
sewanee_sounds/sample-1614008208659.wav,True
sewanee_sounds/sample-1614008340747.wav,False
sewanee_sounds/sample-1614008340747.wav,True
sewanee_sounds/sample-1614008418936.wav,True
sewanee_sounds/sample-1614008816129.wav,False
sewanee_sounds/sample-1614008816129.wav,True
sewanee_sounds/sample-1614009539583.wav,True
sewanee_sounds/sample-1614009539583.wav,True
sewanee_sounds/sample-1614009618514.wav,True
sewanee_sounds/sample-1614009662617.wav,True
sewanee_sounds/sample-1614009662617.wav,False
sewanee_sounds/sample-1614009728475.wav,True
sewanee_sounds/sample-1614009791016.wav,True
sewanee_sounds/sample-1614009791016.wav,True
sewanee_sounds/sample-1614009791016.wav,True
sewanee_sounds/sample-1614009848404.wav,True
sewanee_sounds/sample-1614009895788.wav,True
sewanee_sounds/sample-1614009895788.wav,True
sewanee_sounds/sample-1614009974298.wav,True
sewanee_sounds/sample-1614009974298.wav,True
sewanee_sounds/sample-1614010067884.wav,True
sewanee_sounds/sample-1614010067884.wav,True
sewanee_sounds/sample-1614010137870.wav,True
sewanee_sounds/sample-1614010194071.wav,True
sewanee_sounds/sample-1614010251329.wav,True
sewanee_sounds/sample-1614010251329.wav,True
sewanee_sounds/sample-1614010311507.wav,True
sewanee_sounds/sample-1614010358735.wav,True
sewanee_sounds/sample-1614010414813.wav,True
sewanee_sounds/sample-1614010414813.wav,True
sewanee_sounds/sample-1614010465475.wav,True
sewanee_sounds/sample-1614010465475.wav,True
sewanee_sounds/sample-1614010533022.wav,True
sewanee_sounds/sample-1614010533022.wav,True
sewanee_sounds/sample-1614010583489.wav,True
sewanee_sounds/sample-1614010640456.wav,True
sewanee_sounds/sample-1614010733991.wav,True
sewanee_sounds/sample-1614010773919.wav,True
sewanee_sounds/sample-1614010818316.wav,True
sewanee_sounds/sample-1614011160197.wav,True
sewanee_sounds/sample-1614011160197.wav,True
sewanee_sounds/sample-1614011160197.wav,True
sewanee_sounds/sample-1614011160197.wav,True
sewanee_sounds/sample-1614011160197.wav,True
sewanee_sounds/sample-1614011207582.wav,True
sewanee_sounds/sample-1614011207582.wav,True
sewanee_sounds/sample-1614011260389.wav,True
sewanee_sounds/sample-1614011405985.wav,True
sewanee_sounds/sample-1614011702674.wav,True
sewanee_sounds/sample-1614011758747.wav,True
sewanee_sounds/sample-1614011758747.wav,True
sewanee_sounds/sample-1614011924406.wav,True
sewanee_sounds/sample-1614011924406.wav,True
sewanee_sounds/sample-1614011973063.wav,True
sewanee_sounds/sample-1614012013702.wav,True
sewanee_sounds/sample-1614012150606.wav,True
sewanee_sounds/sample-1614012274795.wav,False
sewanee_sounds/sample-1614012274795.wav,True
sewanee_sounds/sample-1614012358027.wav,True
sewanee_sounds/sample-1614012430380.wav,True
sewanee_sounds/sample-1614012490586.wav,True
sewanee_sounds/sample-1614012562963.wav,True
sewanee_sounds/sample-1614012624380.wav,True
sewanee_sounds/sample-1614012680682.wav,True
sewanee_sounds/sample-1614012794307.wav,True
sewanee_sounds/sample-1614012836324.wav,True
sewanee_sounds/sample-1614013244784.wav,True
sewanee_sounds/sample-1614013297475.wav,True
sewanee_sounds/sample-1614013345357.wav,True
sewanee_sounds/sample-1614013392024.wav,True
sewanee_sounds/sample-1614013428839.wav,True
sewanee_sounds/sample-1614013428839.wav,True
sewanee_sounds/sample-1614013465812.wav,True
sewanee_sounds/sample-1614013507091.wav,True
sewanee_sounds/sample-1614013507091.wav,False
sewanee_sounds/sample-1614013542862.wav,True
sewanee_sounds/sample-1614013581531.wav,True
sewanee_sounds/sample-1614013623308.wav,True
sewanee_sounds/sample-1614013712082.wav,True
sewanee_sounds/sample-1614013879039.wav,True
sewanee_sounds/sample-1614013935781.wav,True
